167503724658,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>4,30,db/queries.ts,db/queries.ts::program:<lambda>4,<empty>,ANY,false,141,<lambda>4,,,1
167503724659,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>5,30,db/queries.ts,db/queries.ts::program:<lambda>5,<empty>,ANY,false,165,<lambda>5,,,1
167503724660,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>6,33,db/queries.ts,db/queries.ts::program:<lambda>6,<empty>,ANY,false,183,<lambda>6,,,1
167503724661,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>7,28,db/queries.ts,db/queries.ts::program:<lambda>7,<empty>,ANY,false,205,<lambda>7,,,1
167503724662,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>8,30,db/queries.ts,db/queries.ts::program:<lambda>8,<empty>,ANY,false,212,<lambda>8,,,1
167503724663,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>9,32,db/queries.ts,db/queries.ts::program:<lambda>9,<empty>,ANY,false,234,<lambda>9,,,1
167503724664,TYPE_DECL,,db/queries.ts::program:<lambda>10,METHOD,<lambda>11,27,db/queries.ts,db/queries.ts::program:<lambda>10:<lambda>11,<empty>,ANY,false,258,<lambda>11,,,1
167503724665,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>10,36,db/queries.ts,db/queries.ts::program:<lambda>10,<empty>,ANY,false,251,<lambda>10,,,1
167503724666,TYPE_DECL,db/queries.ts::program:<lambda>12:<anon-class>2,db/queries.ts::program:<lambda>12,METHOD,"{
  project_id: number;  // GitLab project ID
  description?: string;
  web_url?: string;
  open_issues?: number;
  open_mrs?: number;
  open_milestones_count?: number;
  sonar_project_key?: string;
  sonar_security_high?: number;
  sonar_security_blocker?: number;
  sonar_reliability_high?: number;
  sonar_reliability_blocker?: number;
  sonar_maintainability_high?: number;
  sonar_maintainability_blocker?: number;
}",58,db/queries.ts,db/queries.ts::program:<lambda>12:<anon-class>3,<empty>,,false,273,<anon-class>3,,,-1
167503724667,TYPE_DECL,,db/queries.ts::program:<lambda>12,METHOD,"{
  project_id: number;  // GitLab project ID
  description?: string;
  web_url?: string;
  open_issues?: number;
  open_mrs?: number;
  open_milestones_count?: number;
  sonar_project_key?: string;
  sonar_security_high?: number;
  sonar_security_blocker?: number;
  sonar_reliability_high?: number;
  sonar_reliability_blocker?: number;
  sonar_maintainability_high?: number;
  sonar_maintainability_blocker?: number;
}",58,db/queries.ts,db/queries.ts::program:<lambda>12:<anon-class>2,<empty>,,false,273,<anon-class>2,,,1
167503724668,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>12,37,db/queries.ts,db/queries.ts::program:<lambda>12,<empty>,ANY,false,273,<lambda>12,,,1
167503724669,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>13,52,db/queries.ts,db/queries.ts::program:<lambda>13,<empty>,ANY,false,336,<lambda>13,,,1
167503724670,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>14,35,db/queries.ts,db/queries.ts::program:<lambda>14,<empty>,ANY,false,385,<lambda>14,,,1
167503724671,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>15,46,db/queries.ts,db/queries.ts::program:<lambda>15,<empty>,ANY,false,425,<lambda>15,,,1
167503724672,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>16,35,db/queries.ts,db/queries.ts::program:<lambda>16,<empty>,ANY,false,493,<lambda>16,,,1
167503724673,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>17,40,db/queries.ts,db/queries.ts::program:<lambda>17,<empty>,ANY,false,536,<lambda>17,,,1
167503724674,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>18,41,db/queries.ts,db/queries.ts::program:<lambda>18,<empty>,ANY,false,568,<lambda>18,,,1
167503724675,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>19,45,db/queries.ts,db/queries.ts::program:<lambda>19,<empty>,ANY,false,598,<lambda>19,,,1
167503724676,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>20,42,db/queries.ts,db/queries.ts::program:<lambda>20,<empty>,ANY,false,628,<lambda>20,,,1
167503724677,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>21,43,db/queries.ts,db/queries.ts::program:<lambda>21,<empty>,ANY,false,662,<lambda>21,,,1
167503724678,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>22,37,db/queries.ts,db/queries.ts::program:<lambda>22,<empty>,ANY,false,699,<lambda>22,,,1
167503724679,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>23,39,db/queries.ts,db/queries.ts::program:<lambda>23,<empty>,ANY,false,714,<lambda>23,,,1
167503724680,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>24,39,db/queries.ts,db/queries.ts::program:<lambda>24,<empty>,ANY,false,729,<lambda>24,,,1
167503724681,TYPE_DECL,,db/queries.ts::program,METHOD,<lambda>25,43,db/queries.ts,db/queries.ts::program:<lambda>25,<empty>,ANY,false,764,<lambda>25,,,1
167503724682,TYPE_DECL,,db/queries.ts:<global>,NAMESPACE_BLOCK,:program,0,db/queries.ts,db/queries.ts::program,<empty>,ANY,false,1,:program,,,1
167503724683,TYPE_DECL,,index.ts::program,METHOD,<lambda>0,13,index.ts,index.ts::program:<lambda>0,<empty>,ANY,false,39,<lambda>0,,,1
167503724684,TYPE_DECL,,index.ts::program,METHOD,<lambda>1,8,index.ts,index.ts::program:<lambda>1,<empty>,ANY,false,48,<lambda>1,,,1
167503724685,TYPE_DECL,,index.ts::program:<lambda>2,METHOD,<lambda>3,21,index.ts,index.ts::program:<lambda>2:<lambda>3,<empty>,ANY,false,81,<lambda>3,,,1
167503724686,TYPE_DECL,,index.ts::program,METHOD,<lambda>2,20,index.ts,index.ts::program:<lambda>2,<empty>,ANY,false,60,<lambda>2,,,1
167503724687,TYPE_DECL,,index.ts:<global>,NAMESPACE_BLOCK,:program,0,index.ts,index.ts::program,<empty>,ANY,false,1,:program,,,1
167503724688,TYPE_DECL,,middleware/errorHandler.ts::program,METHOD,<lambda>0,28,middleware/errorHandler.ts,middleware/errorHandler.ts::program:<lambda>0,<empty>,ANY,false,4,<lambda>0,,,1
167503724689,TYPE_DECL,,middleware/errorHandler.ts:<global>,NAMESPACE_BLOCK,:program,0,middleware/errorHandler.ts,middleware/errorHandler.ts::program,<empty>,ANY,false,1,:program,,,1
167503724690,TYPE_DECL,,routes/doraMetricsRoutes.ts:<global>,NAMESPACE_BLOCK,:program,0,routes/doraMetricsRoutes.ts,routes/doraMetricsRoutes.ts::program,<empty>,ANY,false,1,:program,,,1
167503724691,TYPE_DECL,,routes/index.ts::program,METHOD,<lambda>0,22,routes/index.ts,routes/index.ts::program:<lambda>0,<empty>,ANY,false,19,<lambda>0,,,1
167503724692,TYPE_DECL,,routes/index.ts::program,METHOD,<lambda>1,29,routes/index.ts,routes/index.ts::program:<lambda>1,<empty>,ANY,false,24,<lambda>1,,,1
167503724693,TYPE_DECL,,routes/index.ts:<global>,NAMESPACE_BLOCK,:program,0,routes/index.ts,routes/index.ts::program,<empty>,ANY,false,1,:program,,,1
167503724694,TYPE_DECL,,routes/trackingRoutes.ts:<global>,NAMESPACE_BLOCK,:program,0,routes/trackingRoutes.ts,routes/trackingRoutes.ts::program,<empty>,ANY,false,1,:program,,,1
167503724695,TYPE_DECL,,schedulers/weeklyDoraSnapshotScheduler.ts::program:<lambda>0,METHOD,<lambda>1,31,schedulers/weeklyDoraSnapshotScheduler.ts,schedulers/weeklyDoraSnapshotScheduler.ts::program:<lambda>0:<lambda>1,<empty>,ANY,false,20,<lambda>1,,,1
167503724696,TYPE_DECL,,schedulers/weeklyDoraSnapshotScheduler.ts::program,METHOD,<lambda>0,47,schedulers/weeklyDoraSnapshotScheduler.ts,schedulers/weeklyDoraSnapshotScheduler.ts::program:<lambda>0,<empty>,ANY,false,11,<lambda>0,,,1
167503724697,TYPE_DECL,,schedulers/weeklyDoraSnapshotScheduler.ts:<global>,NAMESPACE_BLOCK,:program,0,schedulers/weeklyDoraSnapshotScheduler.ts,schedulers/weeklyDoraSnapshotScheduler.ts::program,<empty>,ANY,false,1,:program,,,1
167503724698,TYPE_DECL,,services/ai/geminiService.ts::program,METHOD,class GeminiService,0,services/ai/geminiService.ts,services/ai/geminiService.ts::program:GeminiService,<empty>,,false,6,GeminiService,,,-1
167503724699,TYPE_DECL,,services/ai/geminiService.ts::program:GeminiService,TYPE_DECL,<init>,0,services/ai/geminiService.ts,services/ai/geminiService.ts::program:GeminiService:<init>,<empty>,ANY,false,6,<init>,,,1
167503724700,TYPE_DECL,,services/ai/geminiService.ts::program:GeminiService,TYPE_DECL,initialize,2,services/ai/geminiService.ts,services/ai/geminiService.ts::program:GeminiService:initialize,<empty>,ANY,false,13,initialize,,,1
167503724701,TYPE_DECL,,services/ai/geminiService.ts::program:GeminiService:generateTextResponse,METHOD,<lambda>0,28,services/ai/geminiService.ts,services/ai/geminiService.ts::program:GeminiService:generateTextResponse:<lambda>0,<empty>,ANY,false,53,<lambda>0,,,1
167503724702,TYPE_DECL,,services/ai/geminiService.ts::program:GeminiService,TYPE_DECL,generateTextResponse,2,services/ai/geminiService.ts,services/ai/geminiService.ts::program:GeminiService:generateTextResponse,<empty>,ANY,false,29,generateTextResponse,,,1
167503724703,TYPE_DECL,,services/ai/geminiService.ts::program:GeminiService,TYPE_DECL,generateResponseWithFile,2,services/ai/geminiService.ts,services/ai/geminiService.ts::program:GeminiService:generateResponseWithFile,<empty>,ANY,false,70,generateResponseWithFile,,,1
167503724704,TYPE_DECL,services/ai/geminiService.ts::program:GeminiService:extractProjectNameFromExcel:<anon-class>0,services/ai/geminiService.ts::program:GeminiService:extractProjectNameFromExcel,METHOD,{ [key: string]: any[] },46,services/ai/geminiService.ts,services/ai/geminiService.ts::program:GeminiService:extractProjectNameFromExcel:<anon-class>1,<empty>,,false,105,<anon-class>1,,,-1
167503724705,TYPE_DECL,,services/ai/geminiService.ts::program:GeminiService:extractProjectNameFromExcel,METHOD,{ [key: string]: any[] },46,services/ai/geminiService.ts,services/ai/geminiService.ts::program:GeminiService:extractProjectNameFromExcel:<anon-class>0,<empty>,,false,105,<anon-class>0,,,1
167503724706,TYPE_DECL,,services/ai/geminiService.ts::program:GeminiService,TYPE_DECL,extractProjectNameFromExcel,2,services/ai/geminiService.ts,services/ai/geminiService.ts::program:GeminiService:extractProjectNameFromExcel,<empty>,ANY,false,105,extractProjectNameFromExcel,,,1
167503724707,TYPE_DECL,,services/ai/geminiService.ts::program:GeminiService,TYPE_DECL,fetchProjectSnapshot,2,services/ai/geminiService.ts,services/ai/geminiService.ts::program:GeminiService:fetchProjectSnapshot,<empty>,ANY,false,127,fetchProjectSnapshot,,,1
167503724708,TYPE_DECL,services/ai/geminiService.ts::program:GeminiService:buildEnhancedPrompt:<anon-class>2,services/ai/geminiService.ts::program:GeminiService:buildEnhancedPrompt,METHOD,{ [key: string]: any[] },12,services/ai/geminiService.ts,services/ai/geminiService.ts::program:GeminiService:buildEnhancedPrompt:<anon-class>3,<empty>,,false,153,<anon-class>3,,,-1
167503724709,TYPE_DECL,,services/ai/geminiService.ts::program:GeminiService:buildEnhancedPrompt,METHOD,{ [key: string]: any[] },12,services/ai/geminiService.ts,services/ai/geminiService.ts::program:GeminiService:buildEnhancedPrompt:<anon-class>2,<empty>,,false,153,<anon-class>2,,,1
167503724710,TYPE_DECL,,services/ai/geminiService.ts::program:GeminiService,TYPE_DECL,buildEnhancedPrompt,2,services/ai/geminiService.ts,services/ai/geminiService.ts::program:GeminiService:buildEnhancedPrompt,<empty>,ANY,false,151,buildEnhancedPrompt,,,1
167503724711,TYPE_DECL,,services/ai/geminiService.ts::program:GeminiService:generateResponseWithExcel,METHOD,<lambda>1,34,services/ai/geminiService.ts,services/ai/geminiService.ts::program:GeminiService:generateResponseWithExcel:<lambda>1,<empty>,ANY,false,216,<lambda>1,,,1
167503724712,TYPE_DECL,,services/ai/geminiService.ts::program:GeminiService,TYPE_DECL,generateResponseWithExcel,2,services/ai/geminiService.ts,services/ai/geminiService.ts::program:GeminiService:generateResponseWithExcel,<empty>,ANY,false,199,generateResponseWithExcel,,,1
167503724713,TYPE_DECL,,services/ai/geminiService.ts::program:GeminiService,TYPE_DECL,generateResponseWithPDF,2,services/ai/geminiService.ts,services/ai/geminiService.ts::program:GeminiService:generateResponseWithPDF,<empty>,ANY,false,250,generateResponseWithPDF,,,1
167503724714,TYPE_DECL,,services/ai/geminiService.ts::program:GeminiService,TYPE_DECL,isConfigured,2,services/ai/geminiService.ts,services/ai/geminiService.ts::program:GeminiService:isConfigured,<empty>,ANY,false,261,isConfigured,,,1
167503724715,TYPE_DECL,,services/ai/geminiService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/ai/geminiService.ts,services/ai/geminiService.ts::program,<empty>,ANY,false,1,:program,,,1
167503724716,TYPE_DECL,,services/ai/googleSheetsService.ts::program,METHOD,class GoogleSheetsService,0,services/ai/googleSheetsService.ts,services/ai/googleSheetsService.ts::program:GoogleSheetsService,<empty>,,false,4,GoogleSheetsService,,,-1
167503724717,TYPE_DECL,,services/ai/googleSheetsService.ts::program:GoogleSheetsService,TYPE_DECL,<init>,0,services/ai/googleSheetsService.ts,services/ai/googleSheetsService.ts::program:GoogleSheetsService:<init>,<empty>,ANY,false,4,<init>,,,1
167503724718,TYPE_DECL,,services/ai/googleSheetsService.ts::program:GoogleSheetsService,TYPE_DECL,extractSpreadsheetId,2,services/ai/googleSheetsService.ts,services/ai/googleSheetsService.ts::program:GoogleSheetsService:extractSpreadsheetId,<empty>,ANY,false,10,extractSpreadsheetId,,,1
167503724719,TYPE_DECL,,services/ai/googleSheetsService.ts::program:GoogleSheetsService,TYPE_DECL,downloadAsExcel,2,services/ai/googleSheetsService.ts,services/ai/googleSheetsService.ts::program:GoogleSheetsService:downloadAsExcel,<empty>,ANY,false,23,downloadAsExcel,,,1
167503724720,TYPE_DECL,,services/ai/googleSheetsService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/ai/googleSheetsService.ts,services/ai/googleSheetsService.ts::program,<empty>,ANY,false,1,:program,,,1
167503724721,TYPE_DECL,,services/ai/insightsParser.ts::program,METHOD,<lambda>0,28,services/ai/insightsParser.ts,services/ai/insightsParser.ts::program:<lambda>0,<empty>,ANY,false,6,<lambda>0,,,1
167503724722,TYPE_DECL,,services/ai/insightsParser.ts::program,METHOD,<lambda>1,24,services/ai/insightsParser.ts,services/ai/insightsParser.ts::program:<lambda>1,<empty>,ANY,false,50,<lambda>1,,,1
167503724723,TYPE_DECL,,services/ai/insightsParser.ts::program:<lambda>2,METHOD,<lambda>3,56,services/ai/insightsParser.ts,services/ai/insightsParser.ts::program:<lambda>2:<lambda>3,<empty>,ANY,false,110,<lambda>3,,,1
167503724724,TYPE_DECL,,services/ai/insightsParser.ts::program,METHOD,<lambda>2,39,services/ai/insightsParser.ts,services/ai/insightsParser.ts::program:<lambda>2,<empty>,ANY,false,63,<lambda>2,,,1
167503724725,TYPE_DECL,,services/ai/insightsParser.ts:<global>,NAMESPACE_BLOCK,:program,0,services/ai/insightsParser.ts,services/ai/insightsParser.ts::program,<empty>,ANY,false,1,:program,,,1
167503724726,TYPE_DECL,,services/ai/projectInsightsService.ts::program,METHOD,class ProjectInsightsService,0,services/ai/projectInsightsService.ts,services/ai/projectInsightsService.ts::program:ProjectInsightsService,<empty>,,false,9,ProjectInsightsService,,,-1
167503724727,TYPE_DECL,,services/ai/projectInsightsService.ts::program:ProjectInsightsService,TYPE_DECL,<init>,0,services/ai/projectInsightsService.ts,services/ai/projectInsightsService.ts::program:ProjectInsightsService:<init>,<empty>,ANY,false,9,<init>,,,1
167503724728,TYPE_DECL,,services/ai/projectInsightsService.ts::program:ProjectInsightsService,TYPE_DECL,loadPrompt,2,services/ai/projectInsightsService.ts,services/ai/projectInsightsService.ts::program:ProjectInsightsService:loadPrompt,<empty>,ANY,false,16,loadPrompt,,,1
167503724729,TYPE_DECL,services/ai/projectInsightsService.ts::program:ProjectInsightsService:extractProjectRow:<anon-class>0,services/ai/projectInsightsService.ts::program:ProjectInsightsService:extractProjectRow,METHOD,{ [key: string]: any[] },12,services/ai/projectInsightsService.ts,services/ai/projectInsightsService.ts::program:ProjectInsightsService:extractProjectRow:<anon-class>1,<empty>,,false,33,<anon-class>1,,,-1
167503724730,TYPE_DECL,,services/ai/projectInsightsService.ts::program:ProjectInsightsService:extractProjectRow,METHOD,{ [key: string]: any[] },12,services/ai/projectInsightsService.ts,services/ai/projectInsightsService.ts::program:ProjectInsightsService:extractProjectRow:<anon-class>0,<empty>,,false,33,<anon-class>0,,,1
167503724731,TYPE_DECL,,services/ai/projectInsightsService.ts::program:ProjectInsightsService,TYPE_DECL,extractProjectRow,2,services/ai/projectInsightsService.ts,services/ai/projectInsightsService.ts::program:ProjectInsightsService:extractProjectRow,<empty>,ANY,false,32,extractProjectRow,,,1
167503724732,TYPE_DECL,,services/ai/projectInsightsService.ts::program:ProjectInsightsService,TYPE_DECL,buildInsightsPrompt,2,services/ai/projectInsightsService.ts,services/ai/projectInsightsService.ts::program:ProjectInsightsService:buildInsightsPrompt,<empty>,ANY,false,67,buildInsightsPrompt,,,1
167503724733,TYPE_DECL,,services/ai/projectInsightsService.ts::program:ProjectInsightsService:generateInsights,METHOD,<lambda>0,34,services/ai/projectInsightsService.ts,services/ai/projectInsightsService.ts::program:ProjectInsightsService:generateInsights:<lambda>0,<empty>,ANY,false,133,<lambda>0,,,1
167503724734,TYPE_DECL,,services/ai/projectInsightsService.ts::program:ProjectInsightsService,TYPE_DECL,generateInsights,2,services/ai/projectInsightsService.ts,services/ai/projectInsightsService.ts::program:ProjectInsightsService:generateInsights,<empty>,ANY,false,118,generateInsights,,,1
167503724735,TYPE_DECL,,services/ai/projectInsightsService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/ai/projectInsightsService.ts,services/ai/projectInsightsService.ts::program,<empty>,ANY,false,1,:program,,,1
167503724736,TYPE_DECL,,services/commitMetrics/commitMetricsCalculationService.ts::program,METHOD,class CommitMetricsCalculationService,0,services/commitMetrics/commitMetricsCalculationService.ts,services/commitMetrics/commitMetricsCalculationService.ts::program:CommitMetricsCalculationService,<empty>,,false,7,CommitMetricsCalculationService,,,-1
167503724737,TYPE_DECL,,services/commitMetrics/commitMetricsCalculationService.ts::program:CommitMetricsCalculationService,TYPE_DECL,<init>,0,services/commitMetrics/commitMetricsCalculationService.ts,services/commitMetrics/commitMetricsCalculationService.ts::program:CommitMetricsCalculationService:<init>,<empty>,ANY,false,7,<init>,,,1
167503724738,TYPE_DECL,,services/commitMetrics/commitMetricsCalculationService.ts::program:CommitMetricsCalculationService:calculateMetrics,METHOD,<lambda>0,59,services/commitMetrics/commitMetricsCalculationService.ts,services/commitMetrics/commitMetricsCalculationService.ts::program:CommitMetricsCalculationService:calculateMetrics:<lambda>0,<empty>,ANY,false,34,<lambda>0,,,1
